"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
"98787",26500,26500,"13.11%","36 months","home_improvement","13.99%","CA","RENT",5833.33,"745-749",8,64504,2,"5 years"
"52440",17975,17975,"18.55%","36 months","debt_consolidation","18.55%","FL","RENT",4833.33,"670-674",10,17448,0,"7 years"
"2443",15000,14925.21,"13.47%","36 months","debt_consolidation","14.06%","NY","RENT",4458.33,"700-704",15,7701,1,"6 years"
"52407",16400,16350,"13.99%","60 months","debt_consolidation","23.60%","FL","RENT",3500,"725-729",11,16693,1,"5 years"
"46391",13500,13500,"13.99%","60 months","debt_consolidation","12.59%","OR","MORTGAGE",8833.33,"700-704",11,18978,0,"2 years"
"32183",12000,12000,"15.27%","36 months","debt_consolidation","3.90%","AZ","RENT",7083.33,"670-674",7,6040,1,"2 years"
"52061",16750,16750,"21.48%","60 months","debt_consolidation","21.88%","HI","RENT",2833.33,"665-669",12,7903,0,"3 years"
"5531",8000,8000,"12.18%","36 months","major_purchase","1.24%","MA","RENT",1125,"745-749",2,707,0,"2 years"
"51087",10000,10000,"9.76%","36 months","debt_consolidation","14.08%","LA","MORTGAGE",5416.67,"710-714",8,10560,0,"3 years"
"11132",10000,10000,"15.21%","36 months","debt_consolidation","10.93%","CA","RENT",7083,"670-674",13,11890,0,"3 years"
"7752",5525,5525,"13.85%","36 months","credit_card","21.03%","CA","MORTGAGE",6620,"720-724",8,37573,2,"10+ years"
"30788",17200,17200,"19.69%","60 months","home_improvement","9.95%","CO","RENT",3666.67,"705-709",4,2117,3,"2 years"
"77919",19600,19575,"16.29%","36 months","other","29.38%","NY","RENT",4166.67,"680-684",17,22053,1,"3 years"
"4841",4000,4000,"11.48%","36 months","debt_consolidation","22.93%","TX","MORTGAGE",3833.33,"715-719",9,0,0,"2 years"
"48151",13000,13000,"13.11%","36 months","debt_consolidation","10.58%","NH","RENT",5000,"735-739",3,11090,1,"1 year"
"2885",8000,7850,"9.63%","36 months","house","0.24%","KS","RENT",4250,"790-794",4,132,3,"5 years"
"647",25000,5640.7,"10.08%","36 months","home_improvement","10.42%","MA","MORTGAGE",7916.67,"755-759",23,16386,0,"4 years"
"9495",20000,19900,"10.25%","36 months","wedding","11.35%","NY","RENT",7083.33,"750-754",14,18196,0,"3 years"
"92367",27575,27575,"17.27%","60 months","debt_consolidation","18.28%","WA","MORTGAGE",7833.33,"680-684",20,28055,2,"7 years"
"100674",24000,24000,"14.33%","36 months","debt_consolidation","15.86%","CA","MORTGAGE",7500,"670-674",5,2426,0,"10+ years"
"62867",7000,7000,"18.49%","36 months","wedding","15.92%","IL","RENT",5000,"660-664",11,13665,1,"5 years"
"32444",12000,11975,"16.77%","60 months","debt_consolidation","10.71%","MD","MORTGAGE",3500,"685-689",6,26874,0,"10+ years"
"33119",14000,14000,"19.03%","60 months","debt_consolidation","13.52%","CA","MORTGAGE",3616,"670-674",9,13923,0,"2 years"
"4730",10000,9975,"11.14%","36 months","debt_consolidation","12.92%","CA","RENT",2500,"725-729",8,14257,0,"3 years"
"84738",7750,7750,"6.03%","36 months","debt_consolidation","22.01%","CO","RENT",4766.67,"780-784",14,4667,3,"6 years"
"58490",15000,11550,"13.67%","36 months","debt_consolidation","17.19%","TX","OWN",3333.33,"690-694",8,10820,0,"5 years"
"12015",15000,14950,"11.86%","36 months","debt_consolidation","12.20%","AR","MORTGAGE",5000,"705-709",9,3470,3,"10+ years"
"71758",25000,25000,"15.31%","36 months","debt_consolidation","13%","CA","RENT",5416.67,"685-689",10,22824,0,"6 years"
"19344",15000,14975,"14.91%","60 months","debt_consolidation","8.08%","NC","MORTGAGE",4407,"720-724",8,15818,1,"n/a"
"56528",5000,5000,"16.29%","36 months","debt_consolidation","16.06%","CT","MORTGAGE",8750,"660-664",12,19598,1,"2 years"
"17236",5000,5000,"12.98%","36 months","wedding","17.29%","PA","MORTGAGE",3250,"665-669",18,4656,0,"3 years"
"99541",35000,35000,"15.31%","36 months","debt_consolidation","15%","NJ","RENT",6666.67,"680-684",22,33472,0,"10+ years"
"1977",7500,6025,"15.37%","36 months","debt_consolidation","17.50%","CA","OWN",5000,"675-679",11,16422,0,"< 1 year"
"15197",25000,15675,"10.36%","60 months","home_improvement","16.26%","CA","MORTGAGE",3333.33,"765-769",6,22713,1,"10+ years"
"11620",3800,3800,"11.12%","36 months","major_purchase","15.45%","PA","MORTGAGE",5416.67,"700-704",11,9266,0,"10+ years"
"73232",2800,2800,"8.90%","36 months","other","27.76%","VA","RENT",3250,"700-704",13,22401,0,"10+ years"
"27317",6250,6250,"7.49%","36 months","credit_card","23.97%","AR","MORTGAGE",2900,"730-734",13,21536,0,"2 years"
"38774",18000,17994.46,"9.91%","36 months","debt_consolidation","11.85%","WA","MORTGAGE",3333.33,"725-729",13,10416,2,"5 years"
"73956",6000,6000,"17.27%","36 months","debt_consolidation","29.13%","WV","RENT",2752.92,"660-664",12,4569,2,"< 1 year"
"77363",20000,20000,"14.09%","36 months","debt_consolidation","34.91%","TX","MORTGAGE",4583.33,"710-714",8,6510,1,"2 years"
"71926",8000,8000,"11.14%","36 months","debt_consolidation","23.93%","KY","RENT",2666.67,"700-704",11,10128,0,"5 years"
"46024",12000,12000,"6.62%","36 months","home_improvement","4.81%","NY","MORTGAGE",9833.33,"790-794",15,5584,2,"10+ years"
"11376",24000,7100,"11.12%","60 months","home_improvement","11.99%","CO","OWN",5686.67,"775-779",6,1726,2,"2 years"
"13393",3000,2925,"11.49%","36 months","debt_consolidation","9.22%","CA","RENT",4900,"690-694",6,3996,1,"10+ years"
"26533",5000,5000,"6.99%","36 months","major_purchase","8.51%","AL","MORTGAGE",3750,"745-749",12,3998,0,"6 years"
"48955",21850,21800,"13.99%","60 months","debt_consolidation","17.95%","NY","RENT",3750,"730-734",5,7102,0,"3 years"
"95456",21850,21850,"23.28%","60 months","medical","26.95%","IL","MORTGAGE",5833.33,"675-679",21,29643,2,"3 years"
"102846",10000,7586.93,"13.47%","36 months","credit_card","14.20%","CA","MORTGAGE",6666.67,"690-694",8,126402,2,"9 years"
"2074",15000,10150.07,"15.68%","36 months","other","2.68%","IL","OWN",2500,"680-684",6,3004,2,"1 year"
"23197",9600,9600,"7.29%","36 months","other","9.66%","RI","RENT",6048,"740-744",7,15700,0,"7 years"
"44626",25000,24975,"20.50%","36 months","credit_card","14.72%","FL","RENT",7301.58,"670-674",18,21675,0,"4 years"
"10262",25000,14401.65,"11.49%","60 months","home_improvement","4.95%","FL","MORTGAGE",3333.33,"780-784",9,3367,3,"2 years"
"37041",30000,29950,"7.90%","36 months","home_improvement","0.34%","MA","RENT",13416.67,"810-814",9,2174,3,"10+ years"
"24376",20000,20000,"16.89%","60 months","debt_consolidation","6.83%","WA","OWN",4000,"700-704",6,5845,0,"10+ years"
"57260",14825,14825,"13.67%","36 months","small_business","9.55%","CA","RENT",2500,"695-699",8,8073,1,"2 years"
"81130",8000,8000,"17.27%","36 months","debt_consolidation","1.98%","NY","MORTGAGE",6000,"670-674",5,5032,2,"10+ years"
"38892",20000,20000,"11.71%","36 months","debt_consolidation","14.95%","TX","MORTGAGE",10416.67,"720-724",12,26179,2,"1 year"
"35468",7000,7000,"7.90%","36 months","medical","20.96%","TX","OWN",2300,"765-769",4,0,0,"10+ years"
"7173",20000,19900,"10.62%","36 months","debt_consolidation","12.58%","AL","MORTGAGE",2416.67,"760-764",5,6011,0,"1 year"
"102295",5000,4500,"11.03%","36 months","major_purchase","0.47%","PA","RENT",3166.67,"680-684",5,4254,5,"< 1 year"
"99065",17625,17600,"13.11%","36 months","credit_card","14.88%","OH","RENT",3333.33,"675-679",6,20266,0,"2 years"
"53234",7150,7150,"13.11%","36 months","debt_consolidation","12.33%","IL","RENT",3666.67,"685-689",11,10561,1,"< 1 year"
"16215",25000,24775,"10.36%","36 months","debt_consolidation","0.94%","HI","RENT",8533.33,"720-724",9,28038,0,"10+ years"
"77494",15000,15000,"14.33%","36 months","debt_consolidation","33.42%","AZ","RENT",4500,"675-679",20,13369,0,"< 1 year"
"66072",9000,9000,"6.62%","36 months","debt_consolidation","13.85%","MA","RENT",4166.67,"765-769",5,7853,0,"1 year"
"6976",17600,17600,"16.35%","36 months","debt_consolidation","17.35%","PA","MORTGAGE",7500,"665-669",16,14555,0,"7 years"
"22259",10000,10000,"12.68%","36 months","debt_consolidation","13.96%","IL","RENT",2500,"690-694",6,10481,1,"< 1 year"
"15470",11200,11000,"15.20%","60 months","home_improvement","16.47%","VA","MORTGAGE",6750,"675-679",15,19051,0,"4 years"
"84805",13225,13225,"15.31%","36 months","debt_consolidation","27.07%","CA","RENT",5833.33,"680-684",11,18569,1,"10+ years"
"69014",4000,4000,"11.14%","36 months","other","33.80%","FL","MORTGAGE",3333.33,"700-704",12,12922,0,"4 years"
"26886",12000,11975,"10.99%","36 months","credit_card","9.46%","NC","MORTGAGE",12083.33,"720-724",7,43299,2,"3 years"
"71550",35000,35000,"19.05%","36 months","debt_consolidation","21.12%","CT","MORTGAGE",13750,"735-739",38,99549,2,"10+ years"
"8051",25000,17250,"14.59%","36 months","debt_consolidation","24.64%","FL","RENT",8750,"705-709",11,20798,1,"< 1 year"
"56595",9000,9000,"6.03%","36 months","debt_consolidation","12.23%","VA","MORTGAGE",5000,"750-754",13,5224,0,"7 years"
"48498",18225,18225,"12.12%","36 months","debt_consolidation","20.87%","MN","MORTGAGE",4850,"700-704",7,37592,0,"3 years"
"10737",4750,4750,"14.72%","36 months","small_business","3%","CO","OWN",866.67,"660-664",6,740,0,"n/a"
"48798",14400,14400,"6.62%","36 months","home_improvement","6.71%","FL","MORTGAGE",12500,"770-774",6,1280,0,"10+ years"
"94440",30000,30000,"23.76%","60 months","debt_consolidation","14.25%","WI","RENT",6928.13,"660-664",6,28665,1,"10+ years"
"46421",13475,13475,"12.12%","36 months","credit_card","19.46%","MA","MORTGAGE",2250,"715-719",3,11674,0,"< 1 year"
"90531",10000,10000,"19.05%","36 months","other","17.95%","SC","MORTGAGE",3750,"675-679",10,7034,1,"6 years"
"51302",12000,12000,"6.62%","36 months","credit_card","9.46%","CA","MORTGAGE",5833.33,"740-744",9,12028,0,"8 years"
"28257",6000,6000,"16.89%","60 months","debt_consolidation","18.39%","CA","RENT",3083,"695-699",3,1181,0,"3 years"
"104101",9500,6500,"6.54%","36 months","credit_card","14.43%","NH","MORTGAGE",7500,"725-729",13,100233,0,"10+ years"
"12958",12000,11875,"10.38%","60 months","credit_card","16.98%","FL","MORTGAGE",3791.67,"780-784",10,59495,1,"10+ years"
"49872",5000,5000,"8.90%","36 months","credit_card","15.93%","PA","MORTGAGE",6666.67,"705-709",10,12307,0,"7 years"
"26290",3600,3600,"8.90%","36 months","debt_consolidation","3.27%","NV","RENT",1558.33,"745-749",4,1594,0,"3 years"
"43703",27000,26993.89,"14.27%","60 months","home_improvement","18.28%","FL","OWN",4833.33,"735-739",18,12588,1,"7 years"
"32985",10000,10000,"14.27%","36 months","debt_consolidation","10.97%","IL","RENT",7500,"665-669",6,7778,0,"7 years"
"80200",5450,5450,"13.11%","36 months","medical","25.91%","AL","RENT",3500,"670-674",9,7619,0,"1 year"
"22130",16000,13613.86,"15.28%","60 months","debt_consolidation","15.33%","KY","MORTGAGE",3006.44,"700-704",10,11011,0,"10+ years"
"74163",9750,9750,"17.27%","36 months","debt_consolidation","21.93%","FL","RENT",2817.5,"670-674",12,6324,1,"1 year"
"35740",30000,30000,"7.51%","36 months","major_purchase","1.08%","NY","OWN",10416.67,"785-789",6,740,0,"5 years"
"74713",14000,13975,"12.12%","36 months","other","3.25%","NY","MORTGAGE",6250,"705-709",14,7085,1,"10+ years"
"52405",8500,8500,"6.62%","36 months","debt_consolidation","4.90%","CA","MORTGAGE",4166.67,"740-744",8,7114,0,"10+ years"
"54513",14400,14400,"7.90%","36 months","wedding","17.89%","FL","RENT",13100,"745-749",11,14550,0,"4 years"
"10293",8000,8000,"7.14%","36 months","debt_consolidation","1.73%","CA","RENT",3750,"765-769",6,3381,0,"< 1 year"
"66880",12000,12000,"13.11%","36 months","debt_consolidation","6.46%","NY","RENT",13166.67,"680-684",8,8426,0,"5 years"
"96709",10400,10350,"13.11%","36 months","debt_consolidation","7.59%","NY","OWN",6166.67,"695-699",10,14193,0,"7 years"
"84273",21000,21000,"18.75%","60 months","home_improvement","11.31%","NY","MORTGAGE",10250,"695-699",12,38820,0,"10+ years"
"6120",6000,5925,"11.83%","36 months","debt_consolidation","3.44%","CA","RENT",6333.33,"705-709",13,7269,0,"4 years"
"48166",10800,10800,"13.67%","60 months","car","0.94%","IL","RENT",7500,"730-734",4,1577,0,"< 1 year"
"67265",2100,2100,"14.33%","36 months","major_purchase","3.50%","LA","OWN",1000,"690-694",13,893,1,"< 1 year"
"41102",4000,4000,"6.03%","36 months","other","15.13%","FL","MORTGAGE",6583.33,"770-774",6,63294,0,"10+ years"
"47422",3500,3500,"7.62%","36 months","debt_consolidation","20.93%","CA","RENT",4333.33,"725-729",9,11538,0,"6 years"
"6039",24250,23811.24,"12.53%","36 months","home_improvement","12.70%","NY","OWN",18750,"725-729",10,121563,1,"10+ years"
"62856",19000,19000,"14.33%","60 months","credit_card","16.06%","IL","MORTGAGE",5000,"715-719",8,20918,0,"10+ years"
"7020",10500,10477.85,"15.33%","36 months","credit_card","14.30%","NY","RENT",3083.33,"670-674",8,14726,0,"10+ years"
"92641",2500,2500,"18.49%","36 months","debt_consolidation","22.49%","PA","MORTGAGE",3916.67,"670-674",7,14892,2,"6 years"
"7953",16000,16000,"14.59%","36 months","debt_consolidation","9.47%","CA","RENT",5416.67,"690-694",9,15518,0,"10+ years"
"101568",3000,1300,"13.75%","36 months","debt_consolidation","19.30%","FL","RENT",1000,"665-669",12,2545,4,"< 1 year"
"27693",10000,10000,"5.42%","36 months","credit_card","10.41%","GA","MORTGAGE",7500,"780-784",11,11532,0,"9 years"
"70029",7100,7100,"14.09%","36 months","credit_card","19.22%","OH","RENT",4166.67,"685-689",13,6788,2,"2 years"
"3492",12500,12425,"9.32%","36 months","home_improvement","11.71%","TX","MORTGAGE",4166.67,"780-784",7,1052,0,"2 years"
"45115",1700,1700,"13.99%","36 months","car","20.67%","NY","OWN",1200,"675-679",10,7382,0,"4 years"
"96928",4000,4000,"11.14%","36 months","debt_consolidation","12.20%","WA","MORTGAGE",6666.67,"670-674",7,7153,0,"5 years"
"51257",18225,18225,"17.99%","36 months","debt_consolidation","23.35%","VA","RENT",3083.33,"675-679",6,17128,1,"3 years"
"92820",30000,30000,"16.29%","60 months","major_purchase","20.28%","NY","RENT",13666.67,"735-739",14,39059,1,"1 year"
"17826",10000,10000,"6.54%","36 months","home_improvement","17.05%","FL","RENT",6916.67,"730-734",6,10302,0,"3 years"
"66186",6000,6000,"7.90%","36 months","credit_card","2.51%","GA","RENT",7500,"720-724",5,6394,0,"2 years"
"73450",6000,6000,"12.12%","36 months","major_purchase","7.40%","PA","MORTGAGE",5000,"675-679",6,14045,0,"2 years"
"96780",6000,6000,"15.80%","36 months","debt_consolidation","19.56%","WA","OWN",1666.67,"675-679",7,5291,0,"< 1 year"
"62089",7000,7000,"17.77%","36 months","debt_consolidation","18.15%","WV","RENT",4750,"665-669",11,12307,1,"< 1 year"
"60963",10000,10000,"15.31%","36 months","credit_card","9.55%","TX","OWN",4166.67,"670-674",11,11551,0,"4 years"
"8291",3250,3250,"12.73%","36 months","debt_consolidation","21.44%","FL","MORTGAGE",5000,"675-679",12,20564,0,"3 years"
"100221",30000,29950,"19.72%","60 months","debt_consolidation","21.92%","CT","RENT",10416.67,"685-689",11,61661,1,"7 years"
"22790",21000,21000,"11.11%","36 months","small_business","16.53%","NY","MORTGAGE",18750,"700-704",13,120538,0,"10+ years"
"93403",11000,11000,"7.62%","36 months","debt_consolidation","12.35%","NY","OWN",7666.67,"735-739",6,12461,1,"7 years"
"7687",5500,5400,"7.14%","36 months","credit_card","19.86%","MO","MORTGAGE",3916.67,"750-754",15,10254,1,"< 1 year"
"59279",15000,15000,"7.90%","36 months","debt_consolidation","5.59%","MO","RENT",2916.67,"770-774",13,14290,1,"9 years"
"32146",20000,17890.7,"19.91%","60 months","debt_consolidation","17.49%","CA","MORTGAGE",7916.67,"670-674",17,39621,1,"6 years"
"311",7200,6250,"8.07%","36 months","debt_consolidation","17%","MA","MORTGAGE",5100,"760-764",4,9366,4,"10+ years"
"38432",4000,4000,"18.64%","60 months","debt_consolidation","19.15%","MN","RENT",4000,"675-679",9,16543,2,"6 years"
"59266",20000,20000,"8.90%","36 months","debt_consolidation","11.01%","MD","MORTGAGE",7083.33,"730-734",13,28324,2,"10+ years"
"75012",15000,15000,"12.12%","36 months","credit_card","19.16%","NJ","RENT",5000,"705-709",18,13830,0,"10+ years"
"4502",8000,7825,"11.83%","36 months","credit_card","8.12%","FL","RENT",5417,"730-734",5,43799,2,"1 year"
"21574",15000,14900,"19.74%","60 months","credit_card","16.80%","TX","MORTGAGE",5833.33,"660-664",14,8587,2,"3 years"
"93066",8000,8000,"11.14%","36 months","debt_consolidation","11.59%","CA","RENT",7000,"685-689",7,4729,1,"3 years"
"100114",20675,20675,"14.33%","36 months","credit_card","23.12%","NM","MORTGAGE",4333.33,"710-714",12,8393,1,"10+ years"
"92036",30000,30000,"15.31%","60 months","credit_card","16.99%","MN","MORTGAGE",8500,"695-699",10,33770,0,"6 years"
"21190",12000,11875,"7.66%","36 months","debt_consolidation","13.31%","NY","MORTGAGE",5416.67,"740-744",8,9993,2,"3 years"
"30864",5000,5000,"9.99%","36 months","wedding","21.33%","VA","RENT",5316.67,"695-699",7,23818,0,"7 years"
"68722",4750,4750,"8.90%","36 months","home_improvement","0.56%","PA","OWN",2833.33,"760-764",2,767,0,"9 years"
"57199",6500,6500,"12.12%","36 months","credit_card","24.97%","TX","OWN",3500,"680-684",7,6948,0,"1 year"
"30560",21600,20550,"10.59%","36 months","major_purchase","9.40%","CA","MORTGAGE",9000,"720-724",16,43362,0,"10+ years"
"3656",1900,1900,"12.84%","36 months","home_improvement","23.29%","UT","MORTGAGE",2860,"670-674",9,24209,2,"< 1 year"
"45245",6000,6000,"7.90%","36 months","house","6.68%","NY","RENT",10416.67,"710-714",9,20592,0,"10+ years"
"45994",8500,8500,"7.62%","36 months","credit_card","13.67%","FL","RENT",4333.33,"720-724",11,15284,0,"4 years"
"60625",9250,9250,"12.12%","36 months","debt_consolidation","29.46%","TX","MORTGAGE",3333.33,"685-689",10,5440,0,"10+ years"
"33630",1875,1875,"13.49%","36 months","credit_card","18.83%","NY","RENT",1200,"675-679",8,5342,2,"1 year"
"102314",2500,2450,"12.61%","36 months","educational","3.78%","MD","MORTGAGE",1930.75,"675-679",4,1548,3,"2 years"
"2386",10000,10000,"13.47%","36 months","car","5.59%","TX","RENT",4583,"690-694",6,2432,1,"4 years"
"30138",25000,25000,"15.23%","60 months","debt_consolidation","17.97%","KS","MORTGAGE",8917,"730-734",10,22566,1,"10+ years"
"28764",5000,5000,"13.99%","60 months","debt_consolidation","11.29%","NC","MORTGAGE",3083,"710-714",5,1073,2,"2 years"
"12007",6000,5996.63,"13.61%","60 months","major_purchase","20.85%","CA","MORTGAGE",2700,"695-699",10,10932,2,"2 years"
"9061",10000,10000,"14.22%","36 months","debt_consolidation","12.24%","NJ","RENT",2541.67,"680-684",4,13667,0,"8 years"
"79907",5375,5325,"6.62%","36 months","debt_consolidation","20.93%","NV","RENT",3000,"730-734",7,5640,0,"3 years"
"17217",19000,18898.03,"16.32%","60 months","debt_consolidation","22.41%","NY","RENT",4333.33,"700-704",5,23016,1,"2 years"
"3893",5500,5500,"11.89%","36 months","credit_card","17.94%","MA","RENT",3583.33,"695-699",8,5668,3,"1 year"
"52929",10000,10000,"10.74%","36 months","debt_consolidation","18.15%","CA","RENT",5833.33,"700-704",10,16894,0,"4 years"
"10205",8800,8800,"13.11%","60 months","major_purchase","2.88%","AZ","MORTGAGE",2500,"740-744",3,607,0,"2 years"
"13809",9500,9475,"15.95%","60 months","credit_card","24.88%","CA","RENT",6000,"705-709",6,14621,2,"10+ years"
"16035",12000,9294.21,"5.79%","36 months","debt_consolidation","9.49%","VA","MORTGAGE",6700,"765-769",20,11686,0,"5 years"
"43936",16500,16500,"11.71%","36 months","credit_card","11.05%","CT","MORTGAGE",7250,"725-729",8,17247,2,"10+ years"
"36217",25000,24875,"11.71%","60 months","debt_consolidation","13.42%","IL","MORTGAGE",6250,"755-759",5,18591,0,"10+ years"
"91571",24000,24000,"12.12%","36 months","debt_consolidation","16.24%","NJ","RENT",4500,"700-704",8,29098,1,"10+ years"
